,Unnamed: 0,Text,Language,Class,Number of words,Number of spaces
7123,7123,questo influenza l attività di ricerca in quanto la indirizza in quella direzione dove è possibile tirare fuori le conclusioni che vogliono queste riviste scoraggiando invece una direzione che potrebbe essere più importante ma magari meno accattivante ai lettori,Italian,1,39,38
7124,7124,altri progetti wikipedia pronuncia vedi sotto è un enciclopedia online a contenuto libero collaborativa multilingue e gratuita nata nel  sostenuta e ospitata dalla wikimedia foundation un organizzazione non a scopo di lucro statunitense,Italian,1,34,33
7125,7125,lanciata da jimmy wales e larry sanger il  gennaio  inizialmente nell edizione in lingua inglese nei mesi successivi ha aggiunto edizioni in numerose altre lingue,Italian,1,27,26
7126,7126,sanger ne suggerì il nome una parola macedonia nata dall unione della radice wiki al suffisso pedia da enciclopedia,Italian,1,19,18
7127,7127,etimologicamente wikipedia significa cultura veloce dal termine hawaiano wiki veloce con l aggiunta del suffisso pedia dal greco antico παιδεία paideia formazione,Italian,1,22,21
7128,7128,con più di  milioni di voci in oltre  lingue è l enciclopedia più grande mai scritta è tra i dieci siti web più visitati al mondo e costituisce la maggiore e più consultata opera di riferimento generalista su internet,Italian,1,41,40
7129,7129,wikipedia prese il via come progetto complementare di nupedia un progetto per la creazione di un enciclopedia libera online le cui voci erano scritte da esperti volontari attraverso un processo formale di revisione,Italian,1,33,32
7130,7130,nupedia venne fondata il  marzo  dalla società bomis proprietaria dell omonimo portale di ricerca,Italian,1,16,15
7131,7131,le figure principali erano jimmy wales allora ceo della bomis e larry sanger redattore capo di nupedia e successivamente di wikipedia,Italian,1,21,20
7132,7132,per il concetto di wiki wales e sanger dichiararono di essersi ispirati ai siti wikiwikiweb o portland pattern repository di ward cunningham,Italian,1,22,21
7133,7133,wikipedia che esisteva già come servizio di nupediacom dal  gennaio  fu formalmente lanciata il  gennaio successivo sul sito wikipediacom in lingua inglese,Italian,1,25,24
7134,7134,verso maggio giunsero i primi utenti registrati e nel corso dell anno si svilupparono le edizioni in francese tedesco inglese catalano spagnolo svedese portoghese e a fine anno italiano,Italian,1,29,28
7135,7135,alla fine del suo primo anno di esistenza l enciclopedia arrivò a contare quasi   voci su  edizioni in lingue differenti,Italian,1,22,21
7136,7136,raggiunse  edizioni in lingua alla fine del   alla fine del  e  alla fine del ,Italian,1,20,19
7137,7137,nupedia e wikipedia coesistettero finché i server della prima furono chiusi definitivamente nel  e i suoi testi incorporati in wikipedia nupedia aveva sofferto un tasso di crescita estremamente lento a causa dei complicati processi di revisione riuscendo a pubblicare solo  voci sanger uscì di scena e un gruppo di utenti attuò una biforcazione della wikipedia in spagnolo per costituire l enciclopedia libre,Italian,1,64,63
7138,7138,da wikipedia e nupedia nacque nel  la wikimedia foundation l organizzazione non profit che sostiene wikipedia e i progetti fratelli il primo dei quali fu in memoriam september  wiki che nel tempo si sono aggiunti ognuno dei quali è specializzato in un determinato ambito del sapere,Italian,1,48,47
7139,7139,la wikimedia foundation ha infatti successivamente dato vita a progetti complementari tra i quali wiktionary wikibooks wikisource wikispecies wikiquote wikinotizie wikiversità e wikivoyage,Italian,1,23,22
7140,7140,wales cedette tutti i diritti alla fondazione da lui promossa che tuttora gestisce i marchi e l infrastruttura informatica garantendo che la gestione dei contenuti rimanesse affidata alla comunità degli utenti,Italian,1,31,30
7141,7141,se nei primi due anni cresceva alla velocità di poche centinaia o meno di nuove voci al giorno l edizione in inglese di wikipedia raggiunse il traguardo delle   voci nel gennaio  mentre nel  subì un esplosione raddoppiando le dimensioni in un anno con un aumento da   a   voci al giorno,Italian,1,55,54
7142,7142,wikipedia ha raggiunto la sua milionesima voce tra le  edizioni in lingua all epoca presenti il  settembre ,Italian,1,20,19
7143,7143,a partire dal  è iniziata a costituirsi una rete di associazioni nazionali collegate alla wikimedia foundation chiamati capitoli ufficiali tra le quali wikimedia italia fondata nel ,Italian,1,28,27
7144,7144,nel settembre dello stesso anno l edizione in italiano ha superato le   voci,Italian,1,14,13
7145,7145,da quando wikipedia ha raggiunto un considerevole numero di voci e di utilizzatori è diventata un tipico fenomeno del web  grazie anche alla sua particolarità di essere rapidamente modificabile e aggiornabile da chiunque,Italian,1,34,33
7146,7146,nel settembre  l edizione in inglese ha tagliato lo storico traguardo di  milioni di voci divenendo la più vasta enciclopedia mai scritta superando l enciclopedia yongle  che ha detenuto tale primato per  anni esatti nel guinness dei primati del  wikipedia è riportata come la più grande enciclopedia al mondo,Italian,1,54,53
7147,7147,il  marzo  con oltre  edizioni locali ha raggiunto i  milioni di voci che erano raddoppiate il  novembre  e triplicate nel giro dei tre anni successivi superando nel  i  milioni di voci,Italian,1,39,38
7148,7148,a settembre  le edizioni di wikipedia con più di   voci erano divenute  scritte in altrettante lingue di cui  superavano il milione,Italian,1,25,24
7149,7149,l obiettivo di wikipedia è creare un enciclopedia libera ovvero liberamente accessibile a contenuto libero aperto e universale in termini di ampiezza di argomenti trattati,Italian,1,25,24
7150,7150,wikipedia è stata descritta da jimmy wales uno dei suoi fondatori come «uno sforzo per creare e distribuire un enciclopedia libera della più alta qualità possibile a ogni singola persona sul pianeta nella sua propria lingua» wikipedia nelle intenzioni di wales doveva raggiungere nel lungo termine una qualità pari o migliore dell enciclopedia britannica ed essere pubblicata anche su carta,Italian,1,60,59
7151,7151,il progetto ambizioso ma realistico si colloca dunque nell ambito della condivisione della conoscenza e della cultura partecipativa sfruttando la cosiddetta intelligenza collettiva sulla base delle regole d uso e di contribuzione espresse dall enciclopedia stessa,Italian,1,36,35
7152,7152,in quanto enciclopedia a carattere universale o generalista wikipedia tratta voci di molti argomenti diversi,Italian,1,15,14
7153,7153,le voci sono organizzate in categorie tematiche i temi generali sono generalmente illustrati da portali e coordinati tramite progetti,Italian,1,19,18
7154,7154,l enciclopedia è completamente gratuita e priva di pubblicità in linea con i suoi principi base il suo sostentamento è dovuto unicamente alle libere donazioni degli utenti grazie a una raccolta fondi avviata ogni anno dalla wikimedia foundation,Italian,1,38,37
7155,7155,il logo ufficiale di wikipedia è una sfera quasi completa costruita con pezzi di puzzle che riportano caratteri di vari alfabeti a simboleggiare il mondo e una conoscenza globale in costruzione a disposizione di tutti,Italian,1,35,34
7156,7156,su internet esistono o sono esistiti molti altri progetti enciclopedici,Italian,1,10,9
7157,7157,in generale dispongono di una linea editoriale stabilita e fanno uso delle tradizionali politiche sulla proprietà intellettuale dei contenuti come per esempio l enciclopedia stanford di filosofia compilata da esperti,Italian,1,30,29
7158,7158,siti web più informali come hg o everything servono come guide generali le cui voci sono scritte e controllate da persone comuni,Italian,1,22,21
7159,7159,progetti come wikipedia susningnu e la enciclopedia libre sono invece wiki le cui voci sono sviluppate da numerosi autori e in cui non esiste alcun processo formale di revisione,Italian,1,29,28
7160,7160,wikipedia è il primo e più grande di questi wiki enciclopedici per numero di voci,Italian,1,15,14
7161,7161,a differenza delle enciclopedie che l hanno preceduta il contenuto di wikipedia è distribuito con una licenza libera,Italian,1,18,17
7162,7162,wikipedia è pubblicata in  lingue differenti di cui circa  attive e contiene voci sia sugli argomenti propri di una tradizionale enciclopedia sia su quelli di almanacchi dizionari geografici e specialistici,Italian,1,32,31
7163,7163,il suo scopo è quello di raccogliere dati informazioni e descrizioni creando e distribuendo al pubblico un enciclopedia libera gratuita e sempre più ricca di contenuti,Italian,1,26,25
7164,7164,le varie edizioni in lingua sono sviluppate indipendentemente l una dall altra ovvero non sono vincolate ai contenuti presenti nelle altre ma sono tenute unicamente al rispetto delle linee guida generali del progetto come il punto di vista neutrale,Italian,1,39,38
7165,7165,i testi delle voci e i contenuti multimediali tuttavia sono spesso condivisi tra le varie edizioni i primi grazie alle traduzioni i secondi attraverso il progetto condiviso chiamato wikimedia commons,Italian,1,30,29
7166,7166,le voci tradotte rappresentano una percentuale relativamente piccola di quelle presenti in ciascuna edizione,Italian,1,14,13
7167,7167,le edizioni in lingua tedesca quella in lingua italiana e una selezione di voci tratte dalla versione in lingua inglese sono state distribuite anche su compact disc e dvd mentre di molte edizioni sono stati creati dei mirror online o dei progetti derivati,Italian,1,43,42
7168,7168,ad agosto  wikipedia conteneva in totale più di  milioni di voci  in totale oltre  milioni di pagine modificate oltre  miliardi di volte  e contava oltre  milioni di utenti registrati,Italian,1,36,35
7169,7169,wikipedia è uno dei dieci siti più visitati al mondo oscillando nel  tra il sesto e il settimo posto nella classifica mondiale riceve infatti oltre  milioni di visitatori unici al mese a settembre ,Italian,1,36,35
7170,7170,che sito si intende,Italian,1,4,3
7171,7171,wikipediaorg enwikipediaorg o tutte le edizioni linguistiche assieme,Italian,1,8,7
7172,7172, le voci di wikipedia sono spesso citate dai mass media tradizionali e da istituti accademici,Italian,1,15,15
7173,7173,«l enciclopedia partecipata mi preoccupa meno la uso regolarmente e trovo che la qualità e l affidabilità delle informazioni sia notevole,Italian,1,21,20
7174,7174,qualche problema c è solo quando il soggetto è estremamente controverso,Italian,1,11,10
7175,7175,in questo caso la neutralità e le reciproche obiezioni spingono verso il minimo comun denominatore e bisogna accontentarsi,Italian,1,18,17
7176,7176,ma questo è inevitabile e in fondo accadeva già con le enciclopedie tradizionali» la caratteristica primaria di wikipedia è il fatto che dà la possibilità a chiunque di collaborare utilizzando un sistema di modifica e pubblicazione aperto che si appoggia su una piattaforma wiki mediawiki,Italian,1,45,44
7177,7177,in altri termini essa è curata da volontari ovvero le pagine possono essere modificate da chiunque e non c è un comitato di redazione né alcun controllo preventivo sul contenuto inviato,Italian,1,31,30
7178,7178,in particolare essa si basa sul diritto di citazione come testimonianza di attendibilità dei contenuti presenti che citino dunque la fonte di origine classificandosi dunque come fonte terziaria,Italian,1,28,27
7179,7179,la registrazione non è obbligatoria ma consigliata,Italian,1,7,6
7180,7180,a causa della sua natura aperta vandalismi e imprecisioni sono problemi riscontrabili in wikipedia,Italian,1,14,13
7181,7181,il miglioramento dell enciclopedia è dovuto unicamente al continuo apporto di contributi sia in termini di nuovi contenuti che di revisioni degli stessi della forma e della formattazione secondo le linee guida da parte di tutti gli utenti volontari,Italian,1,39,38
7182,7182,caratteristica delle voci di wikipedia è inoltre l avere frequenti collegamenti ipertestuali ad altre voci dell enciclopedia che permettono una facile navigazione nel portale e un più facile approfondimento di altre voci con uno stile dunque che ricorda il web  o web statico mentre di fatto la piattaforma mediawiki appartiene al web  o web dinamico,Italian,1,57,56
7183,7183,tutte le voci sono comunemente rintracciabili tramite ricerca web con google che solitamente indicizza tra le prime posizioni ma l enciclopedia può essere vista come un vero e proprio portale web il cui accesso è dalla pagina principale che fornisce in primo piano una voce del giorno una voce di qualità ricorrenze del giorno un motore di ricerca interno ecc,Italian,1,60,59
7184,7184,le foto delle varie voci provengono dal progetto wikimedia commons sui cui vengono caricate e poi richiamate nelle voci di wikipedia,Italian,1,21,20
7185,7185,per garantire tale progresso wikipedia si fonda su cinque pilastri sulle seguenti linee guida volte ad identificare quali tipi di informazioni siano adatte a esservi inserite e su un codice di comportamento detto wikiquette,Italian,1,34,33
7186,7186,ad esse si fa spesso riferimento nelle dispute per decidere se un particolare contenuto debba essere aggiunto rivisto trasferito ad un progetto affine oppure rimosso,Italian,1,25,24
7187,7187,uno dei principi alla base di wikipedia è il punto di vista neutrale secondo il quale ad esempio le opinioni presentate da personaggi importanti o da opere letterarie vengono riassunte senza tentare di determinarne una verità oggettiva,Italian,1,37,36
7188,7188,le edizioni di wikipedia contengono spesso anche uno   sportello informazioni   in cui la comunità risponde alle domande tecniche degli utenti,Italian,1,24,23
7189,7189,originariamente pubblicata sotto la licenza libera gfdl dal  giugno  è migrata alla licenza creative commons bysa  più compatibile con gli scopi e gli usi di wikipedia e in generale dei progetti wikimedia le licenze creative commons non esistevano nel  alla nascita del progetto,Italian,1,47,46
7190,7190,il cambiamento di licenza è stato sottoposto a votazione della comunità,Italian,1,11,10
7191,7191,la licenza sotto la quale le voci di wikipedia sono rese disponibili è una delle molte licenze di copyright di tipo permissivo ma dal copyleft di tipo forte in quanto permette la redistribuzione la creazione di opere derivate e l uso commerciale del contenuto a condizione che si mantenga l attribuzione agli autori e che il contenuto rimanga disponibile sotto la stessa licenza,Italian,1,63,62
7192,7192,quando un utente contribuisce al progetto con materiale originale i diritti d autore rimangono in suo possesso ma egli acconsente a concedere la propria opera sotto la licenza libera,Italian,1,29,28
7193,7193,il materiale di wikipedia può quindi essere distribuito a o incorporato da fonti che a loro volta usino questa licenza,Italian,1,20,19
7194,7194,del contenuto di wikipedia sono stati creati numerosi mirror o progetti derivati a partire da copie dei database,Italian,1,18,17
7195,7195,sebbene tutti i testi siano disponibili sotto la stessa licenza una percentuale significativa di immagini e suoni in wikipedia non sono liberi elementi come loghi aziendali saggi testi di canzoni o foto giornalistiche protette da copyright sono usate con una rivendicazione di fair use tuttavia in alcuni paesi il concetto di fair use non è presente nel corpo legislativo e quindi opere che contenessero questi elementi potrebbero essere inammissibili,Italian,1,69,68
7196,7196,wikipedia ha ricevuto anche del materiale a condizione che non si possano produrre lavori derivati o che possa essere usato solo all interno di wikipedia,Italian,1,25,24
7197,7197,alcune edizioni comunque accettano solo contenuti multimediali liberi da copyright,Italian,1,10,9
7198,7198,wikipedia condivide le risorse software e hardware con gli altri progetti della wikimedia foundation in particolare il motore che interpreta il markup delle pagine mediawiki e i server su cui sono salvati i database che contengono le pagine dell enciclopedia,Italian,1,40,39
7199,7199,a maggio  sono presenti  diverse edizioni linguistiche di wikipedia di cui  attive,Italian,1,15,14
7200,7200,la versione in lingua italiana di wikipedia è soprannominata itwiki ed è nata a maggio del  sotto il nome a dominio di terzo livello itwikipediaorg,Italian,1,26,25
7201,7201,nel  nascono le wikipedia in latino e in occitano,Italian,1,10,9
7202,7202,ad aprile  nasce la wikipedia in sardo poi a ottobre la wikipedia in siciliano a gennaio  la wikipedia in friulano e a seguire nel corso del  le versioni linguistiche in corso napoletano romancio veneto e lombardo,Italian,1,39,38
7203,7203,nel  sono nate poi le edizioni in ligure piemontese francoprovenzale e tarantino,Italian,1,13,12
7204,7204,nel  è nata quella in emiliano e romagnolo,Italian,1,9,8
7205,7205,la creazione della wikipedia in lingua ladina è stata in fase di test fino al  quando è stata resa operativa,Italian,1,21,20
7206,7206,il nome wikipedia è composto dal prefisso wiki dall hawaiano wiki veloce e dal suffisso pedia dal greco antico paideia formazione,Italian,1,21,20
7207,7207,il progetto non prevede una pronuncia ufficiale del suo nome proprio ma lascia libertà di pronunciarlo secondo le proprie preferenze,Italian,1,20,19
7208,7208,la pronuncia vichipedìa sarebbe preferibile in quanto linguisticamente più integrata considerando la pronuncia consolidata in lingua italiana del suffisso pedìa pedìa peˈdia come in enciclopedia e la pronuncia consolidata della lettera w di wiki vìchi ˈviki come in wafer o wc,Italian,1,41,40
7209,7209,anche l accademia della crusca si è espressa analogamente in più occasioni,Italian,1,12,11
7210,7210,le pronunce anglicizzanti o inglesi italianizzate meno integrate nel sistema linguistico dell italiano sono tuttavia diffuse,Italian,1,16,15
7211,7211,il dizionario di pronuncia italiana di luciano canepari uniformandosi alla pronuncia inglese riporta wikiˈpɛdja uichipèdia come forma primaria wikiˈpidja uichipìdia come accettabile e wikipeˈdia uichipedìa come pronuncia intenzionale «per fare sfoggio»,Italian,1,31,30
7212,7212,in inglese si dice comunemente ˌwɪkiˈpiːdiə o ˌwiːkiˈpiːdiə ma non esiste una pronuncia ufficiale,Italian,1,14,13
7213,7213,wikipedia non è regolata da alcun comitato di redazione centrale le sue voci sono scritte spontaneamente da centinaia di migliaia di volontari non remunerati né iscritti ad associazioni che si organizzano autonomamente stabilendo da soli le regole interne e lo svolgimento degli argomenti nelle voci,Italian,1,45,44
7214,7214,wikipedia infatti è costruita sulla convinzione che la collaborazione tra gli utenti possa nel tempo migliorare le voci più o meno nello stesso spirito con cui viene sviluppato il software libero,Italian,1,31,30
7215,7215,nel caso del software se è libero chiunque può prelevarne i sorgenti modificarli e ridistribuirli eppure solitamente i programmatori si limitano a proporre alcune modifiche agli autori i quali le adottano oppure no a loro insindacabile giudizio,Italian,1,37,36
7216,7216,le voci sono sempre aperte alle modifiche tranne quando vengono protette a tempo determinato a causa di vandalismi o edit war e non si dichiara mai conclusa la stesura di una voce,Italian,1,32,31
7217,7217,accade che alcuni utenti provino a inserire informazioni malevole o goliardiche ma enciclopedicamente irrilevanti che vengono generalmente rimosse prontamente da altri utenti,Italian,1,22,21
7218,7218,questo tipo di modifiche è in gergo chiamato vandalismo,Italian,1,9,8
7219,7219,wikipedia mantiene un approccio ottimistico sulla bontà delle modifiche proposte tutti coloro che visitano il sito di wikipedia hanno la possibilità di creare o modificare una voce e vedere pubblicate all istante le loro modifiche,Italian,1,35,34
7220,7220,gli autori delle voci che non devono avere necessariamente alcuna competenza o qualifica formale sugli argomenti trattati ma devono basare le proprie pubblicazioni su fonti autorevoli sono però avvertiti che i loro contributi possono essere cancellati o a loro volta modificati e redistribuiti da chiunque nei termini della licenza e delle linee guida interne a wikipedia,Italian,1,56,55
7221,7221,le voci sono controllate dalla comunità con il supporto di un gruppo di amministratori che svolgono alcune azioni tecniche,Italian,1,19,18
7222,7222,le decisioni da prendere sul contenuto e sulle politiche editoriali di wikipedia sono ottenute di norma per consenso e in alcuni casi per votazione sebbene per alcuni anni jimmy wales si fosse riservato decisioni in alcuni casi nell edizione in inglese,Italian,1,41,40
7223,7223,grazie al software wiki tutte le modifiche alle voci di wikipedia sono archiviate in una cronologia delle versioni accessibile a chiunque,Italian,1,21,20
7224,7224,wikipedia perciò è anche la prima tra le grandi enciclopedie che permette a tutti di osservare il processo di sviluppo nel tempo di una voce e di verificare se come e dove il contenuto è stato oggetto di controversie,Italian,1,39,38
7225,7225,persino le cancellazioni e gli altri vandalismi che una pagina subisce sono di norma visibili a tutti,Italian,1,17,16
7226,7226,tutti i punti di vista contestati espressi in un dato momento e successivamente cancellati rimangono consultabili e forniscono informazioni complementari sull argomento di cui è oggetto la voce e sul suo grado di controversia aggiungendovi inoltre la dimensione temporale,Italian,1,39,38
7227,7227,oltre all editor classico che utilizza un linguaggio di markup estremamente semplificato ad es,Italian,1,14,13
7228,7228,molto più semplice dell html il software mediawiki mette a disposizione anche un editor visuale chiamato visualeditor,Italian,1,17,16
7229,7229,nel gergo di wikipedia gli autori  cioè quegli utenti che collaborano attivamente all inserimento dei contenuti  sono chiamati wikipediani e formano un ampia e variegata comunità di pratica,Italian,1,30,29
7230,7230,l attività di wikipediano è riconosciuta come profilo professionale dall iwa international webmasters association,Italian,1,14,13
7231,7231,su wikipedia non vi sono distinzioni formali tra chi collabora al progetto le decisioni sono idealmente prese raggiungendo il consenso tra coloro che sono coinvolti,Italian,1,25,24
7232,7232,nel mese di giugno  gli utenti attivi cioè quelli che avevano contribuito a wikipedia con almeno cinque interventi ciascuno erano   oltre   nell ambito delle tre edizioni maggiori ovvero quelle in lingua inglese tedesca e giapponese,Italian,1,38,37
7233,7233,il gruppo più attivo composto da quasi   utenti di cui circa il  lavorava nelle tre edizioni maggiori ha fornito  contributi o più a testa nel corso del mese,Italian,1,31,30
7234,7234,secondo wikimedia un quarto del traffico di wikipedia proviene da utenti non registrati che difficilmente diventeranno collaboratori stabili,Italian,1,18,17
7235,7235,i lavori di manutenzione sono svolti da un gruppo di volontari che sono chiamati a seconda del ruolo sviluppatori steward check user oversight burocrati e amministratori nel complesso alcune migliaia di persone,Italian,1,32,31
7236,7236,gli amministratori sysop sono i più numerosi oltre quattromila al  e sono loro attribuite alcune funzioni tecniche aggiuntive che servono ad impedire in caso di necessità la modifica di singole voci di cancellare e ripristinare le voci o di togliere in modo temporaneo o permanente ad alcuni utenti la facoltà di modificare wikipedia seguendo quanto stabilito dalle linee guida della comunità,Italian,1,62,61
7237,7237,non essendo gli amministratori dei moderatori il controllo e l eliminazione dei vandalismi sono a carico di tutta la comunità degli utenti,Italian,1,22,21
7238,7238,gli atti di vandalismo o le infrazioni più lievi alle linee guida possono comportare un avvertimento o un blocco temporaneo mentre i blocchi a lungo termine o permanenti in conseguenza di infrazioni prolungate e gravi sono in genere decisi dalla comunità o in alcune edizioni da un comitato arbitrale,Italian,1,49,48
7239,7239,l ex redattore capo di wikipedia larry sanger ha affermato che avere la licenza libera gfdl come garanzia di libertà è una forte motivazione a lavorare in un enciclopedia libera,Italian,1,30,29
7240,7240,in uno studio su wikipedia come comunità il docente di economia andrea ciffolilli sostenne che il basso costo di transazione nella partecipazione ad un software wiki crea un catalizzatore per lo sviluppo collaborativo e che un approccio alla costruzione creativa incoraggia la partecipazione,Italian,1,43,42
7241,7241,wikipedia è stata vista come un esperimento sociale di democrazia,Italian,1,10,9
7242,7242,il suo fondatore ha replicato che non è stata pensata come tale ma piuttosto ne è una conseguenza,Italian,1,18,17
7243,7243,in una pagina a proposito del fare ricerche con wikipedia i suoi autori spiegano che wikipedia è importante come comunità sociale agli autori di voci può venir chiesto di difendere o spiegare il loro operato e le discussioni sono immediatamente visibili,Italian,1,41,40
7244,7244,wikipedia possiede una comunità di utenti che sono in proporzione pochi ma molto attivi,Italian,1,14,13
7245,7245,william g emigh e susan c herring  affermano che «pochi utenti attivi quando agiscono in concerto con norme stabilite all interno di un sistema redazionale aperto possono raggiungere il controllo totale sul contenuto prodotto nel sistema cancellando letteralmente diversità controversie e inconsistenze e omogeneizzando le voci dei collaboratori» i redattori di wikinfo un progetto derivato da wikipedia sostengono analogamente che i contributori nuovi o controversi di wikipedia sono spesso ingiustamente etichettati troll o utenti problematici e viene loro impedito di apportare modifiche,Italian,1,83,82
7246,7246,la comunità di wikipedia è stata anche criticata per il fatto di rispondere alle lamentele riguardo alla qualità di una voce consigliando a chi si lamenta di correggere la voce,Italian,1,30,29
7247,7247,wikipedia richiede ai propri collaboratori di osservare un punto di vista neutrale quando scrivono e di non inserire alcuna ricerca originale dal momento che un enciclopedia è una fonte terziaria,Italian,1,30,29
7248,7248,questa condotta se rigorosamente applicata mette al sicuro l enciclopedia da eventuali minacce legali per reati di diffamazione e al contempo le conferisce obiettività e affidabilità,Italian,1,26,25
7249,7249,il punto di vista neutrale di per sé una linea di condotta non negoziabile rende chiaro che l obiettivo dell enciclopedia è quello di presentare le dispute e descriverle piuttosto che impegnarsi per esse,Italian,1,34,33
7250,7250,qualora fosse completamente raggiunto wikipedia non si troverebbe ad essere scritta sulla base di un singolo punto di vista oggettivo ma a presentare in modo imparziale tutti gli aspetti di una questione attribuendoli in modo neutrale ai propri sostenitori,Italian,1,39,38
7251,7251,questa politica impone che ciascun punto di vista debba ricevere una trattazione adeguata al suo seguito,Italian,1,16,15
7252,7252,le opinioni e teorie inedite sono considerate ricerche originali e non sono pubblicabili in wikipedia dato che sono incompatibili con il concetto di enciclopedia che è un opera compilativa e non possono essere presentate secondo un punto di vista neutrale e con fonti indipendenti,Italian,1,44,43
7253,7253,i collaboratori di wikipedia mantengono in più una varietà di politiche e linee guida minori,Italian,1,15,14
7254,7254,al contrario di altri progetti basati su wiki come il portland pattern repository di ward cunningham considerato l inventore del wiki i wikipediani usano le cosiddette pagine di discussione per discutere le modifiche alle voci piuttosto che farlo all interno delle voci stesse,Italian,1,43,42
7255,7255,i collaboratori di wikipedia spesso modificano spostano e cancellano le voci che sono considerate inadatte a un enciclopedia come le definizioni da dizionario per cui esistono progetti appositi come il wikizionario o testi da fonti originali,Italian,1,36,35
7256,7256,le varie edizioni di wikipedia facenti capo a comunità distinte su base linguistica stabiliscono autonomamente le proprie convenzioni stilistiche,Italian,1,19,18
7257,7257,il contenuto di wikipedia viene distribuito in diverse modalità,Italian,1,9,8
7258,7258,a parte la distribuzione nella sua forma originale online attraverso i siti ufficiali o i molti mirror creati su altri server web anche le versioni stampate o pronte alla stampa di wikipedia hanno ottenuto popolarità,Italian,1,35,34
7259,7259,i cosiddetti wikireader pubblicazioni su carta con selezioni di voci sono stati lanciati dalla wikipedia tedesca nel tardo febbraio  con il primo wikireader sulla svezia di thomas karcher,Italian,1,29,28
7260,7260,hanno fatto seguito altri wikireader preparati nel formato pdf o con le versioni stampate in preparazione per la vendita,Italian,1,19,18
7261,7261,l esempio tedesco è stato ripreso altrove per cui sono nati altri progetti wikireader ad opera degli utenti cinesi inglesi francesi e polacchi,Italian,1,23,22
7262,7262,wikipress ha messo in vendita un libro in brossura dell edizione  comprensivo di un dvd,Italian,1,16,15
7263,7263,in seguito nel  è stata aggiunta a wikipedia un estensione con la quale ogni utente può raccogliere più voci dell enciclopedia in libri che possono essere consultati offline e distribuiti come ebook gratuiti o anche essere stampati in volume grazie ad un servizio online a pagamento,Italian,1,47,46
7264,7264,sono disponibili anche cd e dvd di wikipedia,Italian,1,8,7
7265,7265,il progetto tedesco di wikipedia è stato il primo a distribuire una versione su questi supporti nel  attualmente è giunto alla seconda edizione,Italian,1,24,23
7266,7266,a partire dal settembre  anche l edizione in italiano di wikipedia è stata pubblicata in una versione in dvd diventando così la seconda ad essere distribuita su tale supporto,Italian,1,30,29
7267,7267,i contenuti di wikipedia sono consultabili anche tramite dispositivi mobili cellulari palmari smartphone ecc,Italian,1,14,13
7268,7268,esiste infatti una versione mobile del sito che consente di accedere alle voci di wikipedia presentandole in una veste grafica semplificata adatta per questo tipo di dispositivi,Italian,1,27,26
7269,7269,il servizio qrpedia consente di generare codici qr contenenti particolari link che permettono di accedere alla versione di wikipedia mobile di una data voce puntando automaticamente alla pagina nella stessa lingua del dispositivo in uso,Italian,1,35,34
7270,7270,sono disponibili inoltre applicazioni dedicate per i vari dispositivi mobili ad esempio wikipedia mobile per iphone e wikipedia mobile per android,Italian,1,21,20
7271,7271,«l atteggiamento dell accademico medio verso il principale strumento di consultazione della nostra epoca e in particolare dei nostri studenti conferma conclusioni cui eravamo già arrivati,Italian,1,26,25
7272,7272,egli quasi sempre consulta wikipedia non per propria scelta ma perché i motori di ricerca lo dirigono automaticamente alle sue voci ma non prende in considerazione la possibilità di contribuirvi per tre motivi principali perché la ritiene di livello troppo basso nel proprio settore specialistico perché ritiene sé stesso troppo incompetente in qualsiasi altro settore e perché non ha tempo da perdere in lavori che non assicurano né compensi economici né titoli utili alla carriera» la reputazione di wikipedia quale mezzo di consultazione è soggetta a discussioni di opposti orientamenti da una parte elogiata per la sua libera distribuzione libera compilazione e ampia gamma di argomenti trattati dall altra criticata per presunti pregiudizi sistemici secondo cui vengono privilegiate le voci di interesse dei singoli contributori indipendentemente dalla loro oggettiva importanza lacune su alcuni argomenti e mancanza di responsabilità e autorità in rapporto alle enciclopedie tradizionali,Italian,1,145,144
7273,7273,anche il concetto di enciclopedia di wikipedia è oggetto di dibattito a maggior ragione da quando essa ha incrementato la sua importanza,Italian,1,22,21
7274,7274,le critiche più frequenti riguardano una mancanza di affidabilità conoscenza e autorevolezza,Italian,1,12,11
7275,7275,la critica più forte riguarda l affidabilità in termini di contenuti fermo restando la natura work in progress dell opera ovvero la continua tendenza al miglioramento nel tempo in termini di completezza e affidabilità dei contenuti al riguardo uno studio della rivista nature del  che ha messo a confronto la versione inglese di wikipedia con la famosa enciclopedia britannica ha evidenziato una differenza minima in termini di errori tra le due  errori in media per ciascuna voce di wikipedia e  per la britannica,Italian,1,86,85
7276,7276,addetti ai lavori del mondo cartaceo bibliotecari accademici redattori ed editori di enciclopedie classiche considerano invece wikipedia di scarsa o nulla utilità quale mezzo di consultazione,Italian,1,26,25
7277,7277,per contro altri ritengono wikipedia di qualità sufficiente in almeno alcune aree in questo sostenuti dal fatto che essa ha vinto un test comparativo proposto da c t rivista tedesca di informatica,Italian,1,32,31
7278,7278,molti degli elogi le sono attribuiti per il fatto di essere sia a contenuto libero sia aperta alle modifiche di chiunque,Italian,1,21,20
7279,7279,i redattori stessi di wikipedia sono stati piuttosto attivi nel valutare sia positivamente sia negativamente l enciclopedia,Italian,1,17,16
